D,T,Y,E
100000000000.0,1000000000.0,0.509090909090909,6.504871516529683e+18
100000000000.0,1001232509.6394138,0.509090909090909,6.504880359843666e+18
100000000000.0,1002465019.2788275,0.509090909090909,6.504889204464077e+18
100000000000.0,1003697528.9182414,0.509090909090909,6.504898050393454e+18
100000000000.0,1004930038.5576552,0.509090909090909,6.504906897634331e+18
100000000000.0,1006162548.1970689,0.509090909090909,6.504915746189151e+18
100000000000.0,1007395057.8364828,0.509090909090909,6.504924596060058e+18
100000000000.0,1008627567.4758965,0.509090909090909,6.50493344724964e+18
100000000000.0,1009860077.1153103,0.509090909090909,6.504942299760133e+18
100000000000.0,1011092586.7547241,0.509090909090909,6.50495115359376e+18
100000000000.0,1012325096.3941379,0.509090909090909,6.504960008753277e+18
100000000000.0,1013557606.0335517,0.509090909090909,6.504968865241088e+18
100000000000.0,1014790115.6729655,0.509090909090909,6.504977723059283e+18
100000000000.0,1016022625.3123792,0.509090909090909,6.504986582210052e+18
100000000000.0,1017255134.9517931,0.509090909090909,6.504995442696219e+18
100000000000.0,1018487644.5912069,0.509090909090909,6.50500430451999e+18
100000000000.0,1019720154.2306206,0.509090909090909,6.505013167683284e+18
100000000000.0,1020952663.8700345,0.509090909090909,6.505022032188765e+18
100000000000.0,1022185173.5094482,0.509090909090909,6.505030898038814e+18
100000000000.0,1023417683.148862,0.509090909090909,6.50503976523571e+18
100000000000.0,1024650192.7882758,0.509090909090909,6.505048633781796e+18
100000000000.0,1025882702.4276896,0.509090909090909,6.505057503679166e+18
100000000000.0,1027115212.0671034,0.509090909090909,6.50506637493036e+18
100000000000.0,1028347721.7065172,0.509090909090909,6.505075247537386e+18
100000000000.0,1029580231.3459309,0.509090909090909,6.505084121502636e+18
100000000000.0,1030812740.9853448,0.509090909090909,6.505092996828586e+18
100000000000.0,1032045250.6247586,0.509090909090909,6.505101873517289e+18
100000000000.0,1033277760.2641723,0.509090909090909,6.505110751571071e+18
100000000000.0,1034510269.9035861,0.509090909090909,6.50511963099214e+18
100000000000.0,1035742779.5429999,0.509090909090909,6.505128511782925e+18
100000000000.0,1036975289.1824137,0.509090909090909,6.505137393945673e+18
100000000000.0,1038207798.8218275,0.509090909090909,6.505146277482311e+18
100000000000.0,1039440308.4612412,0.509090909090909,6.505155162395294e+18
100000000000.0,1040672818.1006551,0.509090909090909,6.505164048686916e+18
100000000000.0,1041905327.7400689,0.509090909090909,6.505172936359132e+18
100000000000.0,1043137837.3794826,0.509090909090909,6.505181825414442e+18
100000000000.0,1044370347.0188965,0.509090909090909,6.505190715855061e+18
100000000000.0,1045602856.6583103,0.509090909090909,6.505199607683005e+18
100000000000.0,1046835366.297724,0.509090909090909,6.505208500900531e+18
100000000000.0,1048067875.9371378,0.509090909090909,6.505217395509829e+18
100000000000.0,1049300385.5765517,0.509090909090909,6.505226291513172e+18
100000000000.0,1050532895.2159654,0.509090909090909,6.505235188912682e+18
100000000000.0,1051765404.8553792,0.509090909090909,6.505244087710465e+18
100000000000.0,1052997914.4947929,0.509090909090909,6.50525298790881e+18
100000000000.0,1054230424.1342068,0.509090909090909,6.505261889509831e+18
100000000000.0,1055462933.7736206,0.509090909090909,6.505270792515679e+18
100000000000.0,1056695443.4130343,0.509090909090909,6.505279696928672e+18
100000000000.0,1057927953.0524482,0.509090909090909,6.505288602750576e+18
100000000000.0,1059160462.691862,0.509090909090909,6.505297509983963e+18
100000000000.0,1060392972.3312757,0.509090909090909,6.505306418630652e+18
100000000000.0,1061625481.9706895,0.509090909090909,6.505315328692853e+18
100000000000.0,1062857991.6101034,0.509090909090909,6.505324240172724e+18
100000000000.0,1064090501.2495171,0.509090909090909,6.505333153072553e+18
100000000000.0,1065323010.8889309,0.509090909090909,6.505342067394127e+18
100000000000.0,1066555520.5283446,0.509090909090909,6.505350983139833e+18
100000000000.0,1067788030.1677585,0.509090909090909,6.50535990031155e+18
100000000000.0,1069020539.8071723,0.509090909090909,6.505368818911506e+18
100000000000.0,1070253049.446586,0.509090909090909,6.505377738941777e+18
100000000000.0,1071485559.0859998,0.509090909090909,6.505386660404374e+18
100000000000.0,1072718068.7254137,0.509090909090909,6.505395583301542e+18
100000000000.0,1073950578.3648274,0.509090909090909,6.505404507635169e+18
100000000000.0,1075183088.0042412,0.509090909090909,6.505413433407523e+18
100000000000.0,1076415597.643655,0.509090909090909,6.505422360620573e+18
100000000000.0,1077648107.283069,0.509090909090909,6.505431289276321e+18
100000000000.0,1078880616.9224825,0.509090909090909,6.50544021937691e+18
100000000000.0,1080113126.5618963,0.509090909090909,6.50544915092423e+18
100000000000.0,1081345636.2013102,0.509090909090909,6.505458083920541e+18
100000000000.0,1082578145.840724,0.509090909090909,6.505467018367682e+18
100000000000.0,1083810655.4801378,0.509090909090909,6.50547595426789e+18
100000000000.0,1085043165.1195514,0.509090909090909,6.505484891623007e+18
100000000000.0,1086275674.7589653,0.509090909090909,6.505493830435281e+18
100000000000.0,1087508184.398379,0.509090909090909,6.505502770706524e+18
100000000000.0,1088740694.037793,0.509090909090909,6.505511712438791e+18
100000000000.0,1089973203.6772068,0.509090909090909,6.505520655634072e+18
100000000000.0,1091205713.3166206,0.509090909090909,6.505529600294341e+18
100000000000.0,1092438222.9560342,0.509090909090909,6.50553854642171e+18
100000000000.0,1093670732.595448,0.509090909090909,6.50554749401814e+18
100000000000.0,1094903242.2348619,0.509090909090909,6.505556443085592e+18
100000000000.0,1096135751.8742757,0.509090909090909,6.505565393626059e+18
100000000000.0,1097368261.5136895,0.509090909090909,6.505574345641731e+18
