x,y,z,E
100000000000000.0,50000000000.0,0.509090909090909,67660161755349753856
100000000000000.5,50000000000.0,0.509090909090909,67660161755349843968
100000000000001.02,50000000000.0,0.509090909090909,67660161755349975040
100000000000001.52,50000000000.0,0.509090909090909,67660161755350089728
100000000000002.02,50000000000.0,0.509090909090909,67660161755350179840
100000000000002.53,50000000000.0,0.509090909090909,67660161755350237184
100000000000003.03,50000000000.0,0.509090909090909,67660161755350417408
100000000000003.53,50000000000.0,0.509090909090909,67660161755350523904
100000000000004.05,50000000000.0,0.509090909090909,67660161755350630400
100000000000004.55,50000000000.0,0.509090909090909,67660161755350761472
100000000000005.05,50000000000.0,0.509090909090909,67660161755350802432
100000000000005.56,50000000000.0,0.509090909090909,67660161755350990848
100000000000006.06,50000000000.0,0.509090909090909,67660161755351097344
100000000000006.56,50000000000.0,0.509090909090909,67660161755351187456
100000000000007.08,50000000000.0,0.509090909090909,67660161755351318528
100000000000007.58,50000000000.0,0.509090909090909,67660161755351425024
100000000000008.08,50000000000.0,0.509090909090909,67660161755351523328
100000000000008.58,50000000000.0,0.509090909090909,67660161755351719936
100000000000009.1,50000000000.0,0.509090909090909,67660161755351785472
100000000000009.6,50000000000.0,0.509090909090909,67660161755351875584
100000000000010.1,50000000000.0,0.509090909090909,67660161755352064000
100000000000010.61,50000000000.0,0.509090909090909,67660161755352104960
100000000000011.11,50000000000.0,0.509090909090909,67660161755352227840
100000000000011.61,50000000000.0,0.509090909090909,67660161755352399872
100000000000012.12,50000000000.0,0.509090909090909,67660161755352522752
100000000000012.62,50000000000.0,0.509090909090909,67660161755352604672
100000000000013.12,50000000000.0,0.509090909090909,67660161755352719360
100000000000013.64,50000000000.0,0.509090909090909,67660161755352776704
100000000000014.14,50000000000.0,0.509090909090909,67660161755352899584
100000000000014.64,50000000000.0,0.509090909090909,67660161755352965120
100000000000015.16,50000000000.0,0.509090909090909,67660161755353186304
100000000000015.66,50000000000.0,0.509090909090909,67660161755353210880
100000000000016.16,50000000000.0,0.509090909090909,67660161755353399296
100000000000016.67,50000000000.0,0.509090909090909,67660161755353513984
100000000000017.17,50000000000.0,0.509090909090909,67660161755353563136
100000000000017.67,50000000000.0,0.509090909090909,67660161755353735168
100000000000018.19,50000000000.0,0.509090909090909,67660161755353858048
100000000000018.69,50000000000.0,0.509090909090909,67660161755353890816
100000000000019.19,50000000000.0,0.509090909090909,67660161755353989120
100000000000019.7,50000000000.0,0.509090909090909,67660161755354218496
100000000000020.2,50000000000.0,0.509090909090909,67660161755354308608
100000000000020.7,50000000000.0,0.509090909090909,67660161755354390528
100000000000021.22,50000000000.0,0.509090909090909,67660161755354505216
100000000000021.72,50000000000.0,0.509090909090909,67660161755354562560
100000000000022.22,50000000000.0,0.509090909090909,67660161755354742784
100000000000022.73,50000000000.0,0.509090909090909,67660161755354841088
100000000000023.23,50000000000.0,0.509090909090909,67660161755354972160
100000000000023.73,50000000000.0,0.509090909090909,67660161755355062272
100000000000024.25,50000000000.0,0.509090909090909,67660161755355209728
100000000000024.75,50000000000.0,0.509090909090909,67660161755355234304
100000000000025.25,50000000000.0,0.509090909090909,67660161755355398144
100000000000025.75,50000000000.0,0.509090909090909,67660161755355529216
100000000000026.27,50000000000.0,0.509090909090909,67660161755355643904
100000000000026.77,50000000000.0,0.509090909090909,67660161755355774976
100000000000027.27,50000000000.0,0.509090909090909,67660161755355832320
100000000000027.78,50000000000.0,0.509090909090909,67660161755355979776
100000000000028.28,50000000000.0,0.509090909090909,67660161755356094464
100000000000028.78,50000000000.0,0.509090909090909,67660161755356274688
100000000000029.3,50000000000.0,0.509090909090909,67660161755356315648
100000000000029.8,50000000000.0,0.509090909090909,67660161755356397568
100000000000030.3,50000000000.0,0.509090909090909,67660161755356528640
100000000000030.81,50000000000.0,0.509090909090909,67660161755356692480
100000000000031.31,50000000000.0,0.509090909090909,67660161755356758016
100000000000031.81,50000000000.0,0.509090909090909,67660161755356946432
100000000000032.33,50000000000.0,0.509090909090909,67660161755356995584
100000000000032.83,50000000000.0,0.509090909090909,67660161755357003776
100000000000033.33,50000000000.0,0.509090909090909,67660161755357184000
100000000000033.84,50000000000.0,0.509090909090909,67660161755357306880
100000000000034.34,50000000000.0,0.509090909090909,67660161755357446144
100000000000034.84,50000000000.0,0.509090909090909,67660161755357601792
100000000000035.36,50000000000.0,0.509090909090909,67660161755357683712
100000000000035.86,50000000000.0,0.509090909090909,67660161755357757440
100000000000036.36,50000000000.0,0.509090909090909,67660161755357929472
100000000000036.88,50000000000.0,0.509090909090909,67660161755358068736
100000000000037.38,50000000000.0,0.509090909090909,67660161755358101504
100000000000037.88,50000000000.0,0.509090909090909,67660161755358199808
100000000000038.39,50000000000.0,0.509090909090909,67660161755358322688
100000000000038.89,50000000000.0,0.509090909090909,67660161755358429184
100000000000039.39,50000000000.0,0.509090909090909,67660161755358650368
100000000000039.9,50000000000.0,0.509090909090909,67660161755358683136
100000000000040.4,50000000000.0,0.509090909090909,67660161755358773248
100000000000040.9,50000000000.0,0.509090909090909,67660161755358945280
100000000000041.42,50000000000.0,0.509090909090909,67660161755359068160
100000000000041.92,50000000000.0,0.509090909090909,67660161755359092736
100000000000042.42,50000000000.0,0.509090909090909,67660161755359191040
100000000000042.92,50000000000.0,0.509090909090909,67660161755359404032
100000000000043.44,50000000000.0,0.509090909090909,67660161755359436800
100000000000043.94,50000000000.0,0.509090909090909,67660161755359641600
100000000000044.44,50000000000.0,0.509090909090909,67660161755359723520
100000000000044.95,50000000000.0,0.509090909090909,67660161755359879168
100000000000045.45,50000000000.0,0.509090909090909,67660161755359969280
100000000000045.95,50000000000.0,0.509090909090909,67660161755360059392
100000000000046.47,50000000000.0,0.509090909090909,67660161755360100352
100000000000046.97,50000000000.0,0.509090909090909,67660161755360165888
100000000000047.47,50000000000.0,0.509090909090909,67660161755360395264
100000000000047.98,50000000000.0,0.509090909090909,67660161755360477184
100000000000048.48,50000000000.0,0.509090909090909,67660161755360624640
100000000000048.98,50000000000.0,0.509090909090909,67660161755360649216
100000000000049.5,50000000000.0,0.509090909090909,67660161755360763904
100000000000050.0,50000000000.0,0.509090909090909,67660161755360968704
