x,y,z,E
50000000000000.0,10000000000.0,0.509090909090909,53346183997948329984
50000000000000.0,10023075482.838644,0.509090909090909,53346355568602374144
50000000000000.0,10046204213.468111,0.509090909090909,53346527610579107840
50000000000000.0,10069386314.760292,0.509090909090909,53346700125464526848
50000000000000.0,10092621909.870483,0.509090909090909,53346873114850598912
50000000000000.0,10115911122.238298,0.509090909090909,53347046580334018560
50000000000000.0,10139254075.588142,0.509090909090909,53347220523526012928
50000000000000.0,10162650893.929932,0.509090909090909,53347394946035089408
50000000000000.0,10186101701.559774,0.509090909090909,53347569849478316032
50000000000000.0,10209606623.060476,0.509090909090909,53347745235480207360
50000000000000.0,10233165783.302448,0.509090909090909,53347921105673035776
50000000000000.0,10256779307.444208,0.509090909090909,53348097461693710336
50000000000000.0,10280447320.933077,0.509090909090909,53348274305188143104
50000000000000.0,10304169949.505896,0.509090909090909,53348451637800902656
50000000000000.0,10327947319.189526,0.509090909090909,53348629461193146368
50000000000000.0,10351779556.301762,0.509090909090909,53348807777025294336
50000000000000.0,10375666787.451849,0.509090909090909,53348986586970456064
50000000000000.0,10399609139.541182,0.509090909090909,53349165892700282880
50000000000000.0,10423606739.764032,0.509090909090909,53349345695902523392
50000000000000.0,10447659715.608053,0.509090909090909,53349525998262550528
50000000000000.0,10471768194.855202,0.509090909090909,53349706801478918144
50000000000000.0,10495932305.582266,0.509090909090909,53349888107253334016
50000000000000.0,10520152176.16157,0.509090909090909,53350069917296123904
50000000000000.0,10544427935.261705,0.509090909090909,53350252233323331584
50000000000000.0,10568759711.848051,0.509090909090909,53350435057058652160
50000000000000.0,10593147635.1837,0.509090909090909,53350618390232121344
50000000000000.0,10617591834.82999,0.509090909090909,53350802234579492864
50000000000000.0,10642092440.647224,0.509090909090909,53350986591845359616
50000000000000.0,10666649582.79541,0.509090909090909,53351171463779475456
50000000000000.0,10691263391.734772,0.509090909090909,53351356852139786240
50000000000000.0,10715933998.226711,0.509090909090909,53351542758690840576
50000000000000.0,10740661533.334324,0.509090909090909,53351729185203879936
50000000000000.0,10765446128.423138,0.509090909090909,53351916133458878464
50000000000000.0,10790287915.161858,0.509090909090909,53352103605238554624
50000000000000.0,10815187025.522892,0.509090909090909,53352291602336989184
50000000000000.0,10840143591.78331,0.509090909090909,53352480126553522176
50000000000000.0,10865157746.525373,0.509090909090909,53352669179696439296
50000000000000.0,10890229622.637283,0.509090909090909,53352858763575812096
50000000000000.0,10915359353.313932,0.509090909090909,53353048880018341888
50000000000000.0,10940547072.057436,0.509090909090909,53353239530847404032
50000000000000.0,10965792912.678099,0.509090909090909,53353430717904437248
50000000000000.0,10991097009.294962,0.509090909090909,53353622443025686528
50000000000000.0,11016459496.336546,0.509090909090909,53353814708066041856
50000000000000.0,11041880508.541624,0.509090909090909,53354007514883629056
50000000000000.0,11067360180.959745,0.509090909090909,53354200865339580416
50000000000000.0,11092898648.952229,0.509090909090909,53354394761309741056
50000000000000.0,11118496048.1927,0.509090909090909,53354589204671193088
50000000000000.0,11144152514.667858,0.509090909090909,53354784197316272128
50000000000000.0,11169868184.67825,0.509090909090909,53354979741135544320
50000000000000.0,11195643194.838795,0.509090909090909,53355175838031028224
50000000000000.0,11221477682.079802,0.509090909090909,53355372489917693952
50000000000000.0,11247371783.647509,0.509090909090909,53355569698708316160
50000000000000.0,11273325637.104849,0.509090909090909,53355767466329284608
50000000000000.0,11299339380.33224,0.509090909090909,53355965794715418624
50000000000000.0,11325413151.528126,0.509090909090909,53356164685805993984
50000000000000.0,11351547089.20999,0.509090909090909,53356364141551214592
50000000000000.0,11377741332.214903,0.509090909090909,53356564163907895296
50000000000000.0,11403996019.700308,0.509090909090909,53356764754835980288
50000000000000.0,11430311291.14481,0.509090909090909,53356965916311314432
50000000000000.0,11456687286.348726,0.509090909090909,53357167650310037504
50000000000000.0,11483124145.435112,0.509090909090909,53357369958825148416
50000000000000.0,11509622008.850311,0.509090909090909,53357572843847696384
50000000000000.0,11536181017.364761,0.509090909090909,53357776307384655872
50000000000000.0,11562801312.073778,0.509090909090909,53357980351443460096
50000000000000.0,11589483034.398117,0.509090909090909,53358184978048311296
50000000000000.0,11616226326.085018,0.509090909090909,53358390189226508288
50000000000000.0,11643031329.208755,0.509090909090909,53358595987011256320
50000000000000.0,11669898186.171452,0.509090909090909,53358802373448810496
50000000000000.0,11696827039.70387,0.509090909090909,53359009350590136320
50000000000000.0,11723818032.865997,0.509090909090909,53359216920498683904
50000000000000.0,11750871309.048075,0.509090909090909,53359425085241065472
50000000000000.0,11777987011.97118,0.509090909090909,53359633846894231552
50000000000000.0,11805165285.688032,0.509090909090909,53359843207543906304
50000000000000.0,11832406274.583805,0.509090909090909,53360053169284808704
50000000000000.0,11859710123.376707,0.509090909090909,53360263734217908224
50000000000000.0,11887076977.119034,0.509090909090909,53360474904456200192
50000000000000.0,11914506981.197748,0.509090909090909,53360686682115383296
50000000000000.0,11942000281.3353,0.509090909090909,53360899069327507456
