D,T,Y,E
50000.0,1000000000.0,0.509090909090909,2.2847872694246995e+17
50050.50505050505,1000000000.0,0.509090909090909,2.28324657459758e+17
50101.0101010101,1000000000.0,0.509090909090909,2.2817090117638662e+17
50151.51515151515,1000000000.0,0.509090909090909,2.2801745714174406e+17
50202.020202020205,1000000000.0,0.509090909090909,2.2786432440906237e+17
50252.52525252525,1000000000.0,0.509090909090909,2.2771150203539546e+17
50303.030303030304,1000000000.0,0.509090909090909,2.2755898908160125e+17
50353.53535353536,1000000000.0,0.509090909090909,2.274067846123228e+17
50404.0404040404,1000000000.0,0.509090909090909,2.2725488769596848e+17
50454.545454545456,1000000000.0,0.509090909090909,2.2710329740469398e+17
50505.0505050505,1000000000.0,0.509090909090909,2.2695201281438336e+17
50555.555555555555,1000000000.0,0.509090909090909,2.2680103300463014e+17
50606.06060606061,1000000000.0,0.509090909090909,2.266503570587193e+17
50656.56565656565,1000000000.0,0.509090909090909,2.2649998406360854e+17
50707.07070707071,1000000000.0,0.509090909090909,2.2634991310991027e+17
50757.57575757576,1000000000.0,0.509090909090909,2.2620014329187318e+17
50808.080808080806,1000000000.0,0.509090909090909,2.2605067370736435e+17
50858.58585858586,1000000000.0,0.509090909090909,2.2590150345785142e+17
50909.09090909091,1000000000.0,0.509090909090909,2.257526316483843e+17
50959.59595959596,1000000000.0,0.509090909090909,2.2560405738757808e+17
51010.10101010101,1000000000.0,0.509090909090909,2.254557797875947e+17
51060.606060606064,1000000000.0,0.509090909090909,2.2530779796412563e+17
51111.11111111111,1000000000.0,0.509090909090909,2.251601110363753e+17
51161.61616161616,1000000000.0,0.509090909090909,2.25012718127042e+17
51212.121212121216,1000000000.0,0.509090909090909,2.24865618362302e+17
51262.62626262626,1000000000.0,0.509090909090909,2.2471881087179245e+17
51313.131313131315,1000000000.0,0.509090909090909,2.2457229478859338e+17
51363.63636363636,1000000000.0,0.509090909090909,2.2442606924921126e+17
51414.14141414141,1000000000.0,0.509090909090909,2.2428013339356272e+17
51464.64646464647,1000000000.0,0.509090909090909,2.2413448636495686e+17
51515.15151515151,1000000000.0,0.509090909090909,2.239891273100793e+17
51565.656565656565,1000000000.0,0.509090909090909,2.238440553789749e+17
51616.16161616162,1000000000.0,0.509090909090909,2.2369926972503213e+17
51666.666666666664,1000000000.0,0.509090909090909,2.23554769504966e+17
51717.17171717172,1000000000.0,0.509090909090909,2.234105538788024e+17
51767.67676767677,1000000000.0,0.509090909090909,2.232666220098612e+17
51818.181818181816,1000000000.0,0.509090909090909,2.231229730647412e+17
51868.68686868687,1000000000.0,0.509090909090909,2.2297960621330253e+17
51919.19191919192,1000000000.0,0.509090909090909,2.2283652062865254e+17
51969.69696969697,1000000000.0,0.509090909090909,2.2269371548712877e+17
52020.20202020202,1000000000.0,0.509090909090909,2.2255118996828342e+17
52070.70707070707,1000000000.0,0.509090909090909,2.224089432548683e+17
52121.21212121212,1000000000.0,0.509090909090909,2.2226697453281837e+17
52171.71717171717,1000000000.0,0.509090909090909,2.2212528299123725e+17
52222.22222222222,1000000000.0,0.509090909090909,2.2198386782238083e+17
52272.72727272727,1000000000.0,0.509090909090909,2.2184272822164285e+17
52323.232323232325,1000000000.0,0.509090909090909,2.2170186338753907e+17
52373.73737373737,1000000000.0,0.509090909090909,2.215612725216927e+17
