D,T,Y,E
10000000.0,1000000000.0,0.509090909090909,1.7816269994801475e+17
10218411.884865493,1000000000.0,0.509090909090909,1.7975589693975507e+17
10436823.769730985,1000000000.0,0.509090909090909,1.8133417596954262e+17
10655235.654596478,1000000000.0,0.509090909090909,1.8289788024063453e+17
10873647.539461972,1000000000.0,0.509090909090909,1.844473412326951e+17
11092059.424327465,1000000000.0,0.509090909090909,1.859828791963274e+17
11310471.309192957,1000000000.0,0.509090909090909,1.8750480363791264e+17
11528883.19405845,1000000000.0,0.509090909090909,1.8901341372520042e+17
11747295.078923943,1000000000.0,0.509090909090909,1.9050899872970157e+17
11965706.963789435,1000000000.0,0.509090909090909,1.9199183838156048e+17
12184118.84865493,1000000000.0,0.509090909090909,1.9346220324088243e+17
12402530.733520422,1000000000.0,0.509090909090909,1.949203550976351e+17
12620942.618385915,1000000000.0,0.509090909090909,1.963665473631678e+17
12839354.503251407,1000000000.0,0.509090909090909,1.978010253740601e+17
13057766.3881169,1000000000.0,0.509090909090909,1.992240267523808e+17
13276178.272982392,1000000000.0,0.509090909090909,2.006357816878507e+17
13494590.157847885,1000000000.0,0.509090909090909,2.0203651321144413e+17
13713002.042713378,1000000000.0,0.509090909090909,2.0342643748329187e+17
13931413.92757887,1000000000.0,0.509090909090909,2.0480576409338554e+17
14149825.812444365,1000000000.0,0.509090909090909,2.0617469633908918e+17
14368237.697309857,1000000000.0,0.509090909090909,2.075334314376487e+17
14586649.58217535,1000000000.0,0.509090909090909,2.0888216079823542e+17
14805061.467040842,1000000000.0,0.509090909090909,2.10221070225633e+17
15023473.351906335,1000000000.0,0.509090909090909,2.1155034011571613e+17
15241885.23677183,1000000000.0,0.509090909090909,2.128701456578962e+17
15460297.121637322,1000000000.0,0.509090909090909,2.1418065704389312e+17
15678709.006502815,1000000000.0,0.509090909090909,2.154820396814563e+17
15897120.891368307,1000000000.0,0.509090909090909,2.1677445436615635e+17
16115532.7762338,1000000000.0,0.509090909090909,2.1805805743474595e+17
16333944.661099292,1000000000.0,0.509090909090909,2.1933300095794554e+17
16552356.545964785,1000000000.0,0.509090909090909,2.2059943287743888e+17
16770768.430830278,1000000000.0,0.509090909090909,2.2185749714127782e+17
16989180.31569577,1000000000.0,0.509090909090909,2.2310733384264592e+17
17207592.200561263,1000000000.0,0.509090909090909,2.2434907936170442e+17
17426004.085426755,1000000000.0,0.509090909090909,2.2558286651027552e+17
17644415.970292248,1000000000.0,0.509090909090909,2.2680882467509408e+17
17862827.85515774,1000000000.0,0.509090909090909,2.2802707991038755e+17
18081239.740023233,1000000000.0,0.509090909090909,2.2923775505997434e+17
18299651.62488873,1000000000.0,0.509090909090909,2.3044096988213552e+17
18518063.50975422,1000000000.0,0.509090909090909,2.316368411399454e+17
18736475.394619714,1000000000.0,0.509090909090909,2.3282548269257834e+17
18954887.279485207,1000000000.0,0.509090909090909,2.3400700558823574e+17
19173299.1643507,1000000000.0,0.509090909090909,2.3518151815857955e+17
19391711.049216192,1000000000.0,0.509090909090909,2.3634912611456438e+17
19610122.934081685,1000000000.0,0.509090909090909,2.3750993264356598e+17
19828534.818947177,1000000000.0,0.509090909090909,2.386640384995404e+17
20046946.70381267,1000000000.0,0.509090909090909,2.398115420507205e+17
20265358.588678166,1000000000.0,0.509090909090909,2.4095253937571053e+17
20483770.47354366,1000000000.0,0.509090909090909,2.420871243412191e+17
20702182.35840915,1000000000.0,0.509090909090909,2.432153886614706e+17
20920594.243274644,1000000000.0,0.509090909090909,2.4433742195842086e+17
21139006.128140137,1000000000.0,0.509090909090909,2.454533118227697e+17
21357418.01300563,1000000000.0,0.509090909090909,2.465631438757136e+17
21575829.89787112,1000000000.0,0.509090909090909,2.47667001831396e+17
21794241.782736614,1000000000.0,0.509090909090909,2.4876496756000586e+17
