D,T,Y,E
10000.0,1000000000.0,0.509090909090909,8.527940112688584e+17
1010110909.0909091,1000000000.0,0.509090909090909,1.2388208557012513e+18
2020211818.1818182,1000000000.0,0.509090909090909,1.6124004842919956e+18
3030312727.2727275,1000000000.0,0.509090909090909,1.8756023377043407e+18
4040413636.3636365,1000000000.0,0.509090909090909,2.085565508989558e+18
5050514545.454546,1000000000.0,0.509090909090909,2.2630901599543324e+18
6060615454.545455,1000000000.0,0.509090909090909,2.418397706857782e+18
7070716363.636364,1000000000.0,0.509090909090909,2.557361996065917e+18
8080817272.727273,1000000000.0,0.509090909090909,2.68370711822183e+18
9090918181.818182,1000000000.0,0.509090909090909,2.799960389222389e+18
10101019090.909092,1000000000.0,0.509090909090909,2.9079249823414707e+18
11111120000.0,1000000000.0,0.509090909090909,3.008937856972908e+18
12121220909.09091,1000000000.0,0.509090909090909,3.1040210093101947e+18
13131321818.181818,1000000000.0,0.509090909090909,3.193975301957414e+18
14141422727.272728,1000000000.0,0.509090909090909,3.279441370357153e+18
15151523636.363636,1000000000.0,0.509090909090909,3.360940634636581e+18
16161624545.454546,1000000000.0,0.509090909090909,3.438903853133929e+18
17171725454.545456,1000000000.0,0.509090909090909,3.513691471290422e+18
18181826363.636364,1000000000.0,0.509090909090909,3.5856084967276877e+18
19191927272.727272,1000000000.0,0.509090909090909,3.6549156029994435e+18
20202028181.818184,1000000000.0,0.509090909090909,3.721837519055903e+18
21212129090.909092,1000000000.0,0.509090909090909,3.7865695238295547e+18
22222230000.0,1000000000.0,0.509090909090909,3.8492825065650673e+18
23232330909.090908,1000000000.0,0.509090909090909,3.910126952284226e+18
24242431818.18182,1000000000.0,0.509090909090909,3.9692361812175657e+18
25252532727.272728,1000000000.0,0.509090909090909,4.0267288941907835e+18
26262633636.363636,1000000000.0,0.509090909090909,4.082711314787024e+18
27272734545.454548,1000000000.0,0.509090909090909,4.137278927900743e+18
28282835454.545456,1000000000.0,0.509090909090909,4.1905178921889024e+18
29292936363.636364,1000000000.0,0.509090909090909,4.242506272725969e+18
30303037272.727272,1000000000.0,0.509090909090909,4.293315052237396e+18
31313138181.818184,1000000000.0,0.509090909090909,4.343008963943949e+18
32323239090.909092,1000000000.0,0.509090909090909,4.3916472388361574e+18
33333340000.0,1000000000.0,0.509090909090909,4.439284235771216e+18
34343440909.09091,1000000000.0,0.509090909090909,4.4859699660054216e+18
35353541818.181816,1000000000.0,0.509090909090909,4.531750549881995e+18
36363642727.27273,1000000000.0,0.509090909090909,4.576668636063294e+18
37373743636.36364,1000000000.0,0.509090909090909,4.620763751243119e+18
38383844545.454544,1000000000.0,0.509090909090909,4.664072598116876e+18
39393945454.545456,1000000000.0,0.509090909090909,4.706629320471154e+18
40404046363.63637,1000000000.0,0.509090909090909,4.748465753877315e+18
41414147272.72727,1000000000.0,0.509090909090909,4.789611633985137e+18
42424248181.818184,1000000000.0,0.509090909090909,4.830094781631313e+18
43434349090.909096,1000000000.0,0.509090909090909,4.86994125981993e+18
44444450000.0,1000000000.0,0.509090909090909,4.909175527666498e+18
45454550909.09091,1000000000.0,0.509090909090909,4.947820577946752e+18
46464651818.181816,1000000000.0,0.509090909090909,4.985898054276181e+18
47474752727.27273,1000000000.0,0.509090909090909,5.023428356474638e+18
48484853636.36364,1000000000.0,0.509090909090909,5.06043073113212e+18
49494954545.454544,1000000000.0,0.509090909090909,5.096923361862257e+18
50505055454.545456,1000000000.0,0.509090909090909,5.13292345366411e+18
51515156363.63637,1000000000.0,0.509090909090909,5.16844730101945e+18
52525257272.72727,1000000000.0,0.509090909090909,5.20351035528854e+18
53535358181.818184,1000000000.0,0.509090909090909,5.238127279210468e+18
54545459090.909096,1000000000.0,0.509090909090909,5.272311999534378e+18
55555560000.0,1000000000.0,0.509090909090909,5.306077759834831e+18
56565660909.09091,1000000000.0,0.509090909090909,5.339437168573065e+18
57575761818.18182,1000000000.0,0.509090909090909,5.372402237497962e+18
58585862727.27273,1000000000.0,0.509090909090909,5.404984422344867e+18
59595963636.36364,1000000000.0,0.509090909090909,5.437194654772487e+18
60606064545.454544,1000000000.0,0.509090909090909,5.469043373098384e+18
61616165454.545456,1000000000.0,0.509090909090909,5.500540553143358e+18
62626266363.63637,1000000000.0,0.509090909090909,5.531695738925939e+18
63636367272.72727,1000000000.0,0.509090909090909,5.562518067236856e+18
64646468181.818184,1000000000.0,0.509090909090909,5.593016290607888e+18
65656569090.909096,1000000000.0,0.509090909090909,5.623198800533925e+18
66666670000.0,1000000000.0,0.509090909090909,5.653073645598032e+18
67676770909.09091,1000000000.0,0.509090909090909,5.682648549437478e+18
68686871818.18182,1000000000.0,0.509090909090909,5.711930928766772e+18
69696972727.27274,1000000000.0,0.509090909090909,5.740927911453141e+18
70707073636.36363,1000000000.0,0.509090909090909,5.769646353137681e+18
71717174545.45454,1000000000.0,0.509090909090909,5.798092848808241e+18
72727275454.54546,1000000000.0,0.509090909090909,5.826273748293373e+18
73737376363.63637,1000000000.0,0.509090909090909,5.854195168054366e+18
74747477272.72728,1000000000.0,0.509090909090909,5.881863001659249e+18
75757578181.81819,1000000000.0,0.509090909090909,5.909282930288763e+18
76767679090.90909,1000000000.0,0.509090909090909,5.93646043327196e+18
77777780000.0,1000000000.0,0.509090909090909,5.963400798649137e+18
78787880909.09091,1000000000.0,0.509090909090909,5.990109133554444e+18
79797981818.18182,1000000000.0,0.509090909090909,6.016590371226532e+18
80808082727.27274,1000000000.0,0.509090909090909,6.042849279111538e+18
81818183636.36363,1000000000.0,0.509090909090909,6.068890467485235e+18
82828284545.45454,1000000000.0,0.509090909090909,6.094718395634676e+18
83838385454.54546,1000000000.0,0.509090909090909,6.120337377985308e+18
84848486363.63637,1000000000.0,0.509090909090909,6.145751590244529e+18
85858587272.72728,1000000000.0,0.509090909090909,6.170965075560524e+18
86868688181.81819,1000000000.0,0.509090909090909,6.195981750695381e+18
87878789090.90909,1000000000.0,0.509090909090909,6.220805412209714e+18
88888890000.0,1000000000.0,0.509090909090909,6.245439741498624e+18
89898990909.09091,1000000000.0,0.509090909090909,6.269888308056472e+18
90909091818.18182,1000000000.0,0.509090909090909,6.294154575602819e+18
91919192727.27274,1000000000.0,0.509090909090909,6.318241906116828e+18
92929293636.36363,1000000000.0,0.509090909090909,6.342153563411182e+18
93939394545.45454,1000000000.0,0.509090909090909,6.365892716715062e+18
94949495454.54546,1000000000.0,0.509090909090909,6.38946244426563e+18
95959596363.63637,1000000000.0,0.509090909090909,6.412865736907443e+18
96969697272.72728,1000000000.0,0.509090909090909,6.43610550169938e+18
97979798181.81819,1000000000.0,0.509090909090909,6.459184565528641e+18
98989899090.90909,1000000000.0,0.509090909090909,6.482105678645129e+18
100000000000.0,1000000000.0,0.509090909090909,6.504871516529683e+18
